movie_name,movie_date,actor,person_dateofbirth
Terminator 2: Judgment Day,1991-01-01,Leslie Hamilton Gearren,
Terminator 2: Judgment Day,1991-01-01,Ken Gibbel,
Terminator 2: Judgment Day,1991-01-01,Robert Winley,
Terminator 2: Judgment Day,1991-01-01,Peter Schrum,
Terminator 2: Judgment Day,1991-01-01,Shane Wilder,
Terminator 2: Judgment Day,1991-01-01,Michael Edwards,
Terminator 2: Judgment Day,1991-01-01,Jared Lounsbery,
Back to the Future,1985-01-01,Michael J. Fox,
Back to the Future,1985-01-01,Christopher Lloyd,
Back to the Future,1985-01-01,Lea Thompson,
Back to the Future,1985-01-01,Crispin Glover,
Back to the Future,1985-01-01,Tom Wilson,
Back to the Future,1985-01-01,Claudia Wells,
Back to the Future,1985-01-01,Marc McClure,
Back to the Future,1985-01-01,Wendie Jo Sperber,
Back to the Future,1985-01-01,George DiCenzo,
Back to the Future,1985-01-01,Frances Lee McCain,
Back to the Future,1985-01-01,James Tolkan,
Back to the Future,1985-01-01,J.J. Cohen,
Back to the Future,1985-01-01,Casey Siemaszko,
Back to the Future,1985-01-01,Billy Zane,
Back to the Future,1985-01-01,Harry Waters Jr.,
Back to the Future,1985-01-01,Donald Fullilove,
Back to the Future,1985-01-01,Lisa Freeman,
Back to the Future,1985-01-01,Cristen Kauffman,
Spirited Away,2001-01-01,Daveigh Chase,
Spirited Away,2001-01-01,Suzanne Pleshette,
Spirited Away,2001-01-01,Miyu Irino,
Spirited Away,2001-01-01,Rumi Hiiragi,
Spirited Away,2001-01-01,Mari Natsuki,
Spirited Away,2001-01-01,Takashi Naitô,
Spirited Away,2001-01-01,Yasuko Sawaguchi,
Spirited Away,2001-01-01,Tatsuya Gashûin,
Spirited Away,2001-01-01,Ryûnosuke Kamiki,
Spirited Away,2001-01-01,Yumi Tamai,
Spirited Away,2001-01-01,Yô Ôizumi,
Spirited Away,2001-01-01,Koba Hayashi,
Spirited Away,2001-01-01,Tsunehiko Kamijô,
Spirited Away,2001-01-01,Takehiko Ono,
Spirited Away,2001-01-01,Bunta Sugawara,
Spirited Away,2001-01-01,Shigeru Wakita,
Spirited Away,2001-01-01,Shirô Saitô,
Spirited Away,2001-01-01,Michiko Yamamoto,
The Pianist,2002-01-01,Adrien Brody,
The Pianist,2002-01-01,Thomas Kretschmann,
The Pianist,2002-01-01,Frank Finlay,
The Pianist,2002-01-01,Emilia Fox,
The Pianist,2002-01-01,Michal Zebrowski,
The Pianist,2002-01-01,Ed Stoppard,
The Pianist,2002-01-01,Maureen Lipman,
The Pianist,2002-01-01,Jessica Kate Meyer,
The Pianist,2002-01-01,Julia Rayner,
The Pianist,2002-01-01,Wanja Mues,
The Pianist,2002-01-01,Richard Ridings,
The Pianist,2002-01-01,Nomi Sharron,
The Pianist,2002-01-01,Anthony Milner,
The Pianist,2002-01-01,Lucy Skeaping,
The Pianist,2002-01-01,Roddy Skeaping,
The Pianist,2002-01-01,Ben Harlan,
The Pianist,2002-01-01,Thomas Lawinky,
The Pianist,2002-01-01,Joachim Paul Assböck,
Psycho,1960-01-01,Anthony Perkins,
Psycho,1960-01-01,Janet Leigh,
Psycho,1960-01-01,Vera Miles,
Psycho,1960-01-01,John Gavin,
Psycho,1960-01-01,Martin Balsam,
Psycho,1960-01-01,John McIntire,
Psycho,1960-01-01,Simon Oakland,
Psycho,1960-01-01,Frank Albertson,
Psycho,1960-01-01,Patricia Hitchcock,
Psycho,1960-01-01,Vaughn Taylor,
Psycho,1960-01-01,Lurene Tuttle,
Psycho,1960-01-01,John Anderson,
Psycho,1960-01-01,Mort Mills,
Psycho,1960-01-01,Fletcher Allen,
Psycho,1960-01-01,Walter Bacon,
Psycho,1960-01-01,Prudence Beers,
Psycho,1960-01-01,Kit Carson,
Psycho,1960-01-01,Francis De Sales,
Parasite,2019-01-01,Song Kang-ho,
Parasite,2019-01-01,Lee Sun-kyun,
Parasite,2019-01-01,Cho Yeo-jeong,
Parasite,2019-01-01,Choi Woo-sik,
Parasite,2019-01-01,Park So-dam,
Parasite,2019-01-01,Lee Jeong-eun,
Parasite,2019-01-01,Jang Hye-jin,
Parasite,2019-01-01,Park Myeong-hoon,
Parasite,2019-01-01,Jung Ji-so,
Parasite,2019-01-01,Jung Hyun-jun,
Parasite,2019-01-01,Park Keun-rok,
Parasite,2019-01-01,Jung Yi-seo,
Parasite,2019-01-01,Jo Jae-myeong,
Parasite,2019-01-01,Jung Ik-han,
Parasite,2019-01-01,Kim Kyu-baek,
Parasite,2019-01-01,Hwang In-kyung,
Parasite,2019-01-01,Ahn Seong-bong,
Parasite,2019-01-01,Kim Jin-hyung,
Léon: The Professional,1994-01-01,Jean Reno,
Léon: The Professional,1994-01-01,Gary Oldman,
Léon: The Professional,1994-01-01,Natalie Portman,
Léon: The Professional,1994-01-01,Danny Aiello,
Léon: The Professional,1994-01-01,Peter Appel,
Léon: The Professional,1994-01-01,Willi One Blood,
Léon: The Professional,1994-01-01,Don Creech,
Léon: The Professional,1994-01-01,Keith A. Glascoe,
Léon: The Professional,1994-01-01,Randolph Scott,
Léon: The Professional,1994-01-01,Michael Badalucco,
Léon: The Professional,1994-01-01,Ellen Greene,
Léon: The Professional,1994-01-01,Elizabeth Regen,
Léon: The Professional,1994-01-01,Carl J. Matusovich,
Léon: The Professional,1994-01-01,Frank Senger,
Léon: The Professional,1994-01-01,Lucius Wyatt Cherokee,
Léon: The Professional,1994-01-01,Eric Challier,
Léon: The Professional,1994-01-01,Luc Bernard,
Léon: The Professional,1994-01-01,Maïwenn,
The Lion King,1994-01-01,Matthew Broderick,
The Lion King,1994-01-01,Jeremy Irons,
The Lion King,1994-01-01,James Earl Jones,
The Lion King,1994-01-01,Whoopi Goldberg,
The Lion King,1994-01-01,Rowan Atkinson,
The Lion King,1994-01-01,Niketa Calame-Harris,
The Lion King,1994-01-01,Jim Cummings,
The Lion King,1994-01-01,Robert Guillaume,
The Lion King,1994-01-01,Moira Kelly,
The Lion King,1994-01-01,Nathan Lane,
The Lion King,1994-01-01,Zoe Leader,
The Lion King,1994-01-01,Cheech Marin,
The Lion King,1994-01-01,Ernie Sabella,
The Lion King,1994-01-01,Madge Sinclair,
The Lion King,1994-01-01,Jonathan Taylor Thomas,
The Lion King,1994-01-01,Frank Welker,
The Lion King,1994-01-01,Cathy Cavadini,
The Lion King,1994-01-01,Judi M. Durand,
Gladiator,2000-01-01,Russell Crowe,
Gladiator,2000-01-01,Joaquin Phoenix,
Gladiator,2000-01-01,Connie Nielsen,
Gladiator,2000-01-01,Oliver Reed,
Gladiator,2000-01-01,Richard Harris,
Gladiator,2000-01-01,Derek Jacobi,
Gladiator,2000-01-01,Djimon Hounsou,
Gladiator,2000-01-01,David Schofield,
Gladiator,2000-01-01,John Shrapnel,
Gladiator,2000-01-01,Tomas Arana,
Gladiator,2000-01-01,Ralf Moeller,
Gladiator,2000-01-01,Spencer Treat Clark,
Gladiator,2000-01-01,David Hemmings,
Gladiator,2000-01-01,Tommy Flanagan,
Gladiator,2000-01-01,Sven-Ole Thorsen,
Gladiator,2000-01-01,Omid Djalili,
Gladiator,2000-01-01,Nicholas McGaughey,
Gladiator,2000-01-01,Chris Kell,
American History X,1998-01-01,Edward Norton,
American History X,1998-01-01,Edward Furlong,
American History X,1998-01-01,Beverly D'Angelo,
American History X,1998-01-01,Jennifer Lien,
American History X,1998-01-01,Ethan Suplee,
American History X,1998-01-01,Fairuza Balk,
American History X,1998-01-01,Avery Brooks,
American History X,1998-01-01,Elliott Gould,
American History X,1998-01-01,Stacy Keach,
American History X,1998-01-01,William Russ,
American History X,1998-01-01,Guy Torry,
American History X,1998-01-01,Joe Cortese,
American History X,1998-01-01,Jason Bose Smith,
American History X,1998-01-01,Antonio David Lyons,
American History X,1998-01-01,Alex Sol,
American History X,1998-01-01,Keram Malicki-Sánchez,
American History X,1998-01-01,Giuseppe Andrews,
American History X,1998-01-01,Michelle Christine White,
The Departed,2006-01-01,Leonardo DiCaprio,
The Departed,2006-01-01,Matt Damon,
The Departed,2006-01-01,Jack Nicholson,
The Departed,2006-01-01,Mark Wahlberg,
The Departed,2006-01-01,Martin Sheen,
The Departed,2006-01-01,Ray Winstone,
The Departed,2006-01-01,Vera Farmiga,
The Departed,2006-01-01,Anthony Anderson,
The Departed,2006-01-01,Alec Baldwin,
The Departed,2006-01-01,Kevin Corrigan,
The Departed,2006-01-01,James Badge Dale,
The Departed,2006-01-01,David O'Hara,
The Departed,2006-01-01,Mark Rolston,
The Departed,2006-01-01,Robert Wahlberg,
The Departed,2006-01-01,Kristen Dalton,
The Departed,2006-01-01,Thomas B. Duffy,
The Departed,2006-01-01,Richard Hughes,
The Departed,2006-01-01,J.C. MacKenzie,
The Usual Suspects,1995-01-01,Kevin Spacey,
The Usual Suspects,1995-01-01,Gabriel Byrne,
The Usual Suspects,1995-01-01,Chazz Palminteri,
The Usual Suspects,1995-01-01,Stephen Baldwin,
The Usual Suspects,1995-01-01,Benicio Del Toro,
The Usual Suspects,1995-01-01,Kevin Pollak,
The Usual Suspects,1995-01-01,Pete Postlethwaite,
The Usual Suspects,1995-01-01,Suzy Amis,
The Usual Suspects,1995-01-01,Giancarlo Esposito,
The Usual Suspects,1995-01-01,Dan Hedaya,
The Usual Suspects,1995-01-01,Paul Bartel,
The Usual Suspects,1995-01-01,Carl Bressler,
The Usual Suspects,1995-01-01,Phillipe Simon,
The Usual Suspects,1995-01-01,Jack Shearer,
The Usual Suspects,1995-01-01,Christine Estabrook,
The Usual Suspects,1995-01-01,Clark Gregg,
The Usual Suspects,1995-01-01,Morgan Hunter,
The Usual Suspects,1995-01-01,Ken Daly,
The Prestige,2006-01-01,Christian Bale,
The Prestige,2006-01-01,Hugh Jackman,
The Prestige,2006-01-01,Scarlett Johansson,
The Prestige,2006-01-01,Michael Caine,
The Prestige,2006-01-01,Piper Perabo,
The Prestige,2006-01-01,Rebecca Hall,
The Prestige,2006-01-01,Samantha Mahurin,
The Prestige,2006-01-01,David Bowie,
The Prestige,2006-01-01,Andy Serkis,
The Prestige,2006-01-01,Daniel Davis,
The Prestige,2006-01-01,Jim Piddock,
The Prestige,2006-01-01,Christopher Neame,
The Prestige,2006-01-01,Mark Ryan,
The Prestige,2006-01-01,Roger Rees,
The Prestige,2006-01-01,Jamie Harris,
The Prestige,2006-01-01,Monty Stuart,
The Prestige,2006-01-01,Ron Perkins,
The Prestige,2006-01-01,Ricky Jay,
Whiplash,2014-01-01,Miles Teller,
Whiplash,2014-01-01,J.K. Simmons,
Whiplash,2014-01-01,Melissa Benoist,
Whiplash,2014-01-01,Paul Reiser,
Whiplash,2014-01-01,Austin Stowell,
Whiplash,2014-01-01,Nate Lang,
Whiplash,2014-01-01,Chris Mulkey,
Whiplash,2014-01-01,Damon Gupton,
Whiplash,2014-01-01,Suanne Spoke,
Whiplash,2014-01-01,Max Kasch,
Whiplash,2014-01-01,Charlie Ian,
Whiplash,2014-01-01,Jayson Blair,
Whiplash,2014-01-01,Kofi Siriboe,
Whiplash,2014-01-01,Kavita Patil,
Whiplash,2014-01-01,C.J. Vana,
Whiplash,2014-01-01,Tarik Lowe,
Whiplash,2014-01-01,Tyler Kimball,
Whiplash,2014-01-01,Rogelio Douglas Jr.,
Casablanca,1942-01-01,Humphrey Bogart,
Casablanca,1942-01-01,Ingrid Bergman,
Casablanca,1942-01-01,Paul Henreid,
Casablanca,1942-01-01,Claude Rains,
Casablanca,1942-01-01,Conrad Veidt,
Casablanca,1942-01-01,Sydney Greenstreet,
Casablanca,1942-01-01,Peter Lorre,
Casablanca,1942-01-01,S.Z. Sakall,
Casablanca,1942-01-01,Madeleine Lebeau,
Casablanca,1942-01-01,Dooley Wilson,
Casablanca,1942-01-01,Joy Page,
Casablanca,1942-01-01,John Qualen,
Casablanca,1942-01-01,Leonid Kinskey,
Casablanca,1942-01-01,Curt Bois,
Casablanca,1942-01-01,Abdullah Abbas,
Casablanca,1942-01-01,Enrique Acosta,
Casablanca,1942-01-01,Ed Agresti,
Casablanca,1942-01-01,Arnet Amos,
Grave of the Fireflies,1988-01-01,Tsutomu Tatsumi,
Grave of the Fireflies,1988-01-01,Ayano Shiraishi,
Grave of the Fireflies,1988-01-01,Akemi Yamaguchi,
Grave of the Fireflies,1988-01-01,Yoshiko Shinohara,
Grave of the Fireflies,1988-01-01,Kôzô Hashida,
Grave of the Fireflies,1988-01-01,Masayo Sakai,
Grave of the Fireflies,1988-01-01,Kazumi Nozaki,
Grave of the Fireflies,1988-01-01,Yoshio Matsuoka,
Grave of the Fireflies,1988-01-01,Masahiro Kanetake,
Grave of the Fireflies,1988-01-01,Kiyoshi Yanagawa,
Grave of the Fireflies,1988-01-01,Hajime Maki,
Grave of the Fireflies,1988-01-01,Atsuo Omote,
Grave of the Fireflies,1988-01-01,Teruhisa Harita,
Grave of the Fireflies,1988-01-01,Hiroshi Tanaka,
Grave of the Fireflies,1988-01-01,Michio Denpô,
Grave of the Fireflies,1988-01-01,Shirô Tamaki,
Grave of the Fireflies,1988-01-01,Tadashi Nakamura,
Grave of the Fireflies,1988-01-01,Mika Sekita,
Harakiri,1962-01-01,Tatsuya Nakadai,
Harakiri,1962-01-01,Akira Ishihama,
Harakiri,1962-01-01,Shima Iwashita,
Harakiri,1962-01-01,Tetsurô Tanba,
Harakiri,1962-01-01,Masao Mishima,
Harakiri,1962-01-01,Ichirô Nakatani,
Harakiri,1962-01-01,Kei Satô,
Harakiri,1962-01-01,Yoshio Inaba,
Harakiri,1962-01-01,Hisashi Igawa,
Harakiri,1962-01-01,Tôru Takeuchi,
Harakiri,1962-01-01,Yoshirô Aoki,
Harakiri,1962-01-01,Tatsuo Matsumura,
Harakiri,1962-01-01,Akiji Kobayashi,
Harakiri,1962-01-01,Kôichi Hayashi,
Harakiri,1962-01-01,Ryûtarô Gomi,
Harakiri,1962-01-01,Jô Azumi,
Harakiri,1962-01-01,Nakajirô Tomita,
Harakiri,1962-01-01,Shichisaburô Amatsu,
The Intouchables,2011-01-01,François Cluzet,
The Intouchables,2011-01-01,Omar Sy,
The Intouchables,2011-01-01,Anne Le Ny,
The Intouchables,2011-01-01,Audrey Fleurot,
The Intouchables,2011-01-01,Joséphine de Meaux,
The Intouchables,2011-01-01,Clotilde Mollet,
The Intouchables,2011-01-01,Alba Gaïa Bellugi,
The Intouchables,2011-01-01,Cyril Mendy,
The Intouchables,2011-01-01,Salimata Kamate,
The Intouchables,2011-01-01,Absa Diatou Toure,
The Intouchables,2011-01-01,Grégoire Oestermann,
The Intouchables,2011-01-01,Dominique Daguier,
The Intouchables,2011-01-01,François Caron,
The Intouchables,2011-01-01,Christian Ameri,
The Intouchables,2011-01-01,Thomas Solivérès,
The Intouchables,2011-01-01,Dorothée Brière,
The Intouchables,2011-01-01,Marie-Laure Descoureaux,
The Intouchables,2011-01-01,Émilie Caen,
Modern Times,1936-01-01,Charles Chaplin,
Modern Times,1936-01-01,Paulette Goddard,
Modern Times,1936-01-01,Henry Bergman,
Modern Times,1936-01-01,Tiny Sandford,
Modern Times,1936-01-01,Chester Conklin,
Modern Times,1936-01-01,Hank Mann,
Modern Times,1936-01-01,Stanley Blystone,
Modern Times,1936-01-01,Al Ernest Garcia,
Modern Times,1936-01-01,Richard Alexander,
Modern Times,1936-01-01,Cecil Reynolds,
Modern Times,1936-01-01,Mira McKinney,
Modern Times,1936-01-01,Murdock MacQuarrie,
Modern Times,1936-01-01,Wilfred Lucas,
Modern Times,1936-01-01,Edward LeSaint,
Modern Times,1936-01-01,Fred Malatesta,
Modern Times,1936-01-01,Sammy Stein,
Modern Times,1936-01-01,Juana Sutton,
Modern Times,1936-01-01,Ted Oliver,
Once Upon a Time in the West,1968-01-01,Henry Fonda,
Once Upon a Time in the West,1968-01-01,Charles Bronson,
Once Upon a Time in the West,1968-01-01,Claudia Cardinale,
Once Upon a Time in the West,1968-01-01,Jason Robards,
Once Upon a Time in the West,1968-01-01,Gabriele Ferzetti,
Once Upon a Time in the West,1968-01-01,Paolo Stoppa,
Once Upon a Time in the West,1968-01-01,Woody Strode,
Once Upon a Time in the West,1968-01-01,Jack Elam,
Once Upon a Time in the West,1968-01-01,Keenan Wynn,
Once Upon a Time in the West,1968-01-01,Frank Wolff,
Once Upon a Time in the West,1968-01-01,Lionel Stander,
Once Upon a Time in the West,1968-01-01,Livio Andronico,
Once Upon a Time in the West,1968-01-01,Salvatore Basile,
Once Upon a Time in the West,1968-01-01,Aldo Berti,
Once Upon a Time in the West,1968-01-01,Joseph Bradley,
Once Upon a Time in the West,1968-01-01,Frank Braña,
Once Upon a Time in the West,1968-01-01,Marilù Carteny,
Once Upon a Time in the West,1968-01-01,Saturno Cerra,
Rear Window,1954-01-01,James Stewart,
Rear Window,1954-01-01,Grace Kelly,
Rear Window,1954-01-01,Wendell Corey,
Rear Window,1954-01-01,Thelma Ritter,
Rear Window,1954-01-01,Raymond Burr,
Rear Window,1954-01-01,Judith Evelyn,
Rear Window,1954-01-01,Ross Bagdasarian,
Rear Window,1954-01-01,Georgine Darcy,
Rear Window,1954-01-01,Sara Berner,
Rear Window,1954-01-01,Frank Cady,
Rear Window,1954-01-01,Jesslyn Fax,
Rear Window,1954-01-01,Rand Harper,
Rear Window,1954-01-01,Irene Winston,
Rear Window,1954-01-01,Havis Davenport,
Rear Window,1954-01-01,Jerry Antes,
Rear Window,1954-01-01,Barbara Bailey,
Rear Window,1954-01-01,Benny Bartlett,
Rear Window,1954-01-01,Nick Borgani,
Cinema Paradiso,1988-01-01,Philippe Noiret,
Cinema Paradiso,1988-01-01,Enzo Cannavale,
Cinema Paradiso,1988-01-01,Antonella Attili,
Cinema Paradiso,1988-01-01,Isa Danieli,
Cinema Paradiso,1988-01-01,Leo Gullotta,
Cinema Paradiso,1988-01-01,Marco Leonardi,
Cinema Paradiso,1988-01-01,Pupella Maggio,
Cinema Paradiso,1988-01-01,Agnese Nano,
Cinema Paradiso,1988-01-01,Leopoldo Trieste,
Cinema Paradiso,1988-01-01,Salvatore Cascio,
Cinema Paradiso,1988-01-01,Tano Cimarosa,
Cinema Paradiso,1988-01-01,Nicola Di Pinto,
Cinema Paradiso,1988-01-01,Roberta Lena,
Cinema Paradiso,1988-01-01,Nino Terzo,
Cinema Paradiso,1988-01-01,Jacques Perrin,
Cinema Paradiso,1988-01-01,Nellina Laganà,
Cinema Paradiso,1988-01-01,Turi Giuffrida,
Cinema Paradiso,1988-01-01,Mariella Lo Giudice,
Alien,1979-01-01,Sigourney Weaver,
Alien,1979-01-01,Tom Skerritt,
Alien,1979-01-01,John Hurt,
Alien,1979-01-01,Veronica Cartwright,
Alien,1979-01-01,Harry Dean Stanton,
Alien,1979-01-01,Ian Holm,
Alien,1979-01-01,Yaphet Kotto,
Alien,1979-01-01,Bolaji Badejo,
Alien,1979-01-01,Helen Horton,
Alien,1979-01-01,Eddie Powell,
City Lights,1931-01-01,Charles Chaplin,
City Lights,1931-01-01,Virginia Cherrill,
City Lights,1931-01-01,Florence Lee,
City Lights,1931-01-01,Harry Myers,
City Lights,1931-01-01,Al Ernest Garcia,
City Lights,1931-01-01,Hank Mann,
City Lights,1931-01-01,Johnny Aber,
City Lights,1931-01-01,Jack Alexander,
City Lights,1931-01-01,T.S. Alexander,
City Lights,1931-01-01,Victor Alexander,
City Lights,1931-01-01,Albert Austin,
City Lights,1931-01-01,Harry Ayers,
City Lights,1931-01-01,Eddie Baker,
City Lights,1931-01-01,Henry Bergman,
City Lights,1931-01-01,Edward Biby,
City Lights,1931-01-01,Betty Blair,
City Lights,1931-01-01,Buster Brodie,
City Lights,1931-01-01,Jeanne Carpenter,
Apocalypse Now,1979-01-01,Martin Sheen,
Apocalypse Now,1979-01-01,Marlon Brando,
Apocalypse Now,1979-01-01,Robert Duvall,
Apocalypse Now,1979-01-01,Frederic Forrest,
Apocalypse Now,1979-01-01,Sam Bottoms,
Apocalypse Now,1979-01-01,Laurence Fishburne,
Apocalypse Now,1979-01-01,Albert Hall,
Apocalypse Now,1979-01-01,Harrison Ford,
Apocalypse Now,1979-01-01,Dennis Hopper,
Apocalypse Now,1979-01-01,G.D. Spradlin,
Apocalypse Now,1979-01-01,Jerry Ziesmer,
Apocalypse Now,1979-01-01,Scott Glenn,
Apocalypse Now,1979-01-01,Bo Byers,
Apocalypse Now,1979-01-01,James Keane,
Apocalypse Now,1979-01-01,Kerry Rossall,
Apocalypse Now,1979-01-01,Ron McQueen,
Apocalypse Now,1979-01-01,Tom Mason,
Apocalypse Now,1979-01-01,Cynthia Wood,
Memento,2000-01-01,Guy Pearce,
Memento,2000-01-01,Carrie-Anne Moss,
Memento,2000-01-01,Joe Pantoliano,
Memento,2000-01-01,Mark Boone Junior,
Memento,2000-01-01,Russ Fega,
Memento,2000-01-01,Jorja Fox,
Memento,2000-01-01,Stephen Tobolowsky,
Memento,2000-01-01,Harriet Sansom Harris,
Memento,2000-01-01,Thomas Lennon,
Memento,2000-01-01,Callum Keith Rennie,
Memento,2000-01-01,Kimberly Campbell,
Memento,2000-01-01,Marianne Muellerleile,
Memento,2000-01-01,Larry Holden,
Memento,2000-01-01,Stephanie Searson,
Memento,2000-01-01,Buzz Visconti,
Django Unchained,2012-01-01,Jamie Foxx,
Django Unchained,2012-01-01,Christoph Waltz,
Django Unchained,2012-01-01,Leonardo DiCaprio,
Django Unchained,2012-01-01,Kerry Washington,
Django Unchained,2012-01-01,Samuel L. Jackson,
Django Unchained,2012-01-01,Walton Goggins,
Django Unchained,2012-01-01,Dennis Christopher,
Django Unchained,2012-01-01,James Remar,
Django Unchained,2012-01-01,David Steen,
Django Unchained,2012-01-01,Dana Gourrier,
Django Unchained,2012-01-01,Nichole Galicia,
Django Unchained,2012-01-01,Laura Cayouette,
Django Unchained,2012-01-01,Ato Essandoh,
Django Unchained,2012-01-01,Sammi Rotibi,
Django Unchained,2012-01-01,Clay Donahue Fontenot,
Django Unchained,2012-01-01,Escalante Lundy,
Django Unchained,2012-01-01,Miriam F. Glover,
Django Unchained,2012-01-01,Don Johnson,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Harrison Ford,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Karen Allen,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Paul Freeman,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,John Rhys-Davies,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Ronald Lacey,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Denholm Elliott,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Alfred Molina,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Wolf Kahler,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Anthony Higgins,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Vic Tablian,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Don Fellows,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,William Hootkins,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Bill Reimbold,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Fred Sorenson,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Patrick Durkin,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Matthew Scurfield,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Malcolm Weaver,
Indiana Jones and the Raiders of the Lost Ark,1981-01-01,Sonny Caldinez,
