movie_name,movie_date,award_year,award_category,award_person,person_dateofbirth
A Place in the Sun,1951-01-01,1952-01-01,WRITING (Screenplay),Michael Wilson,
A Streetcar Named Desire,1951-01-01,1952-01-01,WRITING (Screenplay),Tennessee Williams,
An American in Paris,1951-01-01,1952-01-01,WRITING (Story and Screenplay),Alan Jay Lerner,
The Big Carnival,1951-01-01,1952-01-01,WRITING (Story and Screenplay),Billy Wilder,
David and Bathsheba,1951-01-01,1952-01-01,WRITING (Story and Screenplay),Philip Dunne,
Go for Broke!,1951-01-01,1952-01-01,WRITING (Story and Screenplay),Robert Pirosh,
The Well,1951-01-01,1952-01-01,WRITING (Story and Screenplay),Clarence Greene,
Viva Zapata!,1952-01-01,1953-01-01,ACTOR,Marlon Brando,
High Noon,1952-01-01,1953-01-01,ACTOR,Gary Cooper,
The Bad and the Beautiful,1952-01-01,1953-01-01,ACTOR,Kirk Douglas,
Moulin Rouge,1952-01-01,1953-01-01,ACTOR,José Ferrer,
The Lavender Hill Mob,1952-01-01,1953-01-01,ACTOR,Alec Guinness,
My Cousin Rachel,1952-01-01,1953-01-01,ACTOR IN A SUPPORTING ROLE,Richard Burton,
The Big Sky,1952-01-01,1953-01-01,ACTOR IN A SUPPORTING ROLE,Arthur Hunnicutt,
The Quiet Man,1952-01-01,1953-01-01,ACTOR IN A SUPPORTING ROLE,Victor McLaglen,
Sudden Fear,1952-01-01,1953-01-01,ACTOR IN A SUPPORTING ROLE,Jack Palance,
Viva Zapata!,1952-01-01,1953-01-01,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,
"Come Back, Little Sheba",1952-01-01,1953-01-01,ACTRESS,Shirley Booth,
Sudden Fear,1952-01-01,1953-01-01,ACTRESS,Joan Crawford,
The Star,1952-01-01,1953-01-01,ACTRESS,Bette Davis,
The Member of the Wedding,1952-01-01,1953-01-01,ACTRESS,Julie Harris,
With a Song in My Heart,1952-01-01,1953-01-01,ACTRESS,Susan Hayward,
The Bad and the Beautiful,1952-01-01,1953-01-01,ACTRESS IN A SUPPORTING ROLE,Gloria Grahame,
Singin' in the Rain,1952-01-01,1953-01-01,ACTRESS IN A SUPPORTING ROLE,Jean Hagen,
Moulin Rouge,1952-01-01,1953-01-01,ACTRESS IN A SUPPORTING ROLE,Colette Marchand,
"Come Back, Little Sheba",1952-01-01,1953-01-01,ACTRESS IN A SUPPORTING ROLE,Terry Moore,
With a Song in My Heart,1952-01-01,1953-01-01,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,
The Bad and the Beautiful,1952-01-01,1953-01-01,ART DIRECTION (Black-and-White),Art Direction:  Cedric Gibbons,
Carrie,1952-01-01,1953-01-01,ART DIRECTION (Black-and-White),Art Direction:  Hal Pereira,
My Cousin Rachel,1952-01-01,1953-01-01,ART DIRECTION (Black-and-White),Art Direction:  Lyle Wheeler,
Rashomon,1952-01-01,1953-01-01,ART DIRECTION (Black-and-White),Art Direction:  Matsuyama,
Viva Zapata!,1952-01-01,1953-01-01,ART DIRECTION (Black-and-White),Art Direction:  Lyle Wheeler,
Hans Christian Andersen,1952-01-01,1953-01-01,ART DIRECTION (Color),Art Direction:  Richard Day,
The Merry Widow,1952-01-01,1953-01-01,ART DIRECTION (Color),Art Direction:  Cedric Gibbons,
Moulin Rouge,1952-01-01,1953-01-01,ART DIRECTION (Color),Art Direction:  Paul Sheriff,
The Quiet Man,1952-01-01,1953-01-01,ART DIRECTION (Color),Art Direction:  Frank Hotaling,
The Snows of Kilimanjaro,1952-01-01,1953-01-01,ART DIRECTION (Color),Art Direction:  Lyle Wheeler,
The Bad and the Beautiful,1952-01-01,1953-01-01,CINEMATOGRAPHY (Black-and-White),Robert Surtees,
The Big Sky,1952-01-01,1953-01-01,CINEMATOGRAPHY (Black-and-White),Russell Harlan,
My Cousin Rachel,1952-01-01,1953-01-01,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,
Navajo,1952-01-01,1953-01-01,CINEMATOGRAPHY (Black-and-White),Virgil E. Miller,
Sudden Fear,1952-01-01,1953-01-01,CINEMATOGRAPHY (Black-and-White),Charles B. Lang,
Hans Christian Andersen,1952-01-01,1953-01-01,CINEMATOGRAPHY (Color),Harry Stradling,
Ivanhoe,1952-01-01,1953-01-01,CINEMATOGRAPHY (Color),F. A. Young,
Million Dollar Mermaid,1952-01-01,1953-01-01,CINEMATOGRAPHY (Color),George J. Folsey,
The Quiet Man,1952-01-01,1953-01-01,CINEMATOGRAPHY (Color),Winton C. Hoch,
The Snows of Kilimanjaro,1952-01-01,1953-01-01,CINEMATOGRAPHY (Color),Leon Shamroy,
Affair in Trinidad,1952-01-01,1953-01-01,COSTUME DESIGN (Black-and-White),Jean Louis,
The Bad and the Beautiful,1952-01-01,1953-01-01,COSTUME DESIGN (Black-and-White),Helen Rose,
Carrie,1952-01-01,1953-01-01,COSTUME DESIGN (Black-and-White),Edith Head,
My Cousin Rachel,1952-01-01,1953-01-01,COSTUME DESIGN (Black-and-White),Charles LeMaire,
Sudden Fear,1952-01-01,1953-01-01,COSTUME DESIGN (Black-and-White),Sheila O'Brien,
The Greatest Show on Earth,1952-01-01,1953-01-01,COSTUME DESIGN (Color),Edith Head,
Hans Christian Andersen,1952-01-01,1953-01-01,COSTUME DESIGN (Color),Clave,
The Merry Widow,1952-01-01,1953-01-01,COSTUME DESIGN (Color),Helen Rose,
Moulin Rouge,1952-01-01,1953-01-01,COSTUME DESIGN (Color),Marcel Vertes,
With a Song in My Heart,1952-01-01,1953-01-01,COSTUME DESIGN (Color),Charles LeMaire,
Five Fingers,1952-01-01,1953-01-01,DIRECTING,Joseph L. Mankiewicz,
The Greatest Show on Earth,1952-01-01,1953-01-01,DIRECTING,Cecil B. DeMille,
High Noon,1952-01-01,1953-01-01,DIRECTING,Fred Zinnemann,
Moulin Rouge,1952-01-01,1953-01-01,DIRECTING,John Huston,
The Quiet Man,1952-01-01,1953-01-01,DIRECTING,John Ford,
The Hoaxters,1952-01-01,1953-01-01,DOCUMENTARY (Feature),Dore Schary,
Navajo,1952-01-01,1953-01-01,DOCUMENTARY (Feature),Hall Bartlett,
The Sea around Us,1952-01-01,1953-01-01,DOCUMENTARY (Feature),Irwin Allen,
Devil Take Us,1952-01-01,1953-01-01,DOCUMENTARY (Short Subject),Herbert Morgan,
The Garden Spider (Epeira Diadema),1952-01-01,1953-01-01,DOCUMENTARY (Short Subject),Alberto Ancilotto,
Man Alive!,1952-01-01,1953-01-01,DOCUMENTARY (Short Subject),Stephen Bosustow,
Neighbours,1952-01-01,1953-01-01,DOCUMENTARY (Short Subject),Norman McLaren,
"Come Back, Little Sheba",1952-01-01,1953-01-01,FILM EDITING,Warren Low,
Flat Top,1952-01-01,1953-01-01,FILM EDITING,William Austin,
The Greatest Show on Earth,1952-01-01,1953-01-01,FILM EDITING,Anne Bauchens,
High Noon,1952-01-01,1953-01-01,FILM EDITING,Elmo Williams,
Moulin Rouge,1952-01-01,1953-01-01,FILM EDITING,Ralph Kemplen,
High Noon,1952-01-01,1953-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,
Ivanhoe,1952-01-01,1953-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,
Miracle of Fatima,1952-01-01,1953-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,
The Thief,1952-01-01,1953-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),Herschel Burke Gilbert,
Viva Zapata!,1952-01-01,1953-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),Alex North,
Hans Christian Andersen,1952-01-01,1953-01-01,MUSIC (Scoring of a Musical Picture),Walter Scharf,
The Jazz Singer,1952-01-01,1953-01-01,MUSIC (Scoring of a Musical Picture),Ray Heindorf,
The Medium,1952-01-01,1953-01-01,MUSIC (Scoring of a Musical Picture),Gian-Carlo Menotti,
Singin' in the Rain,1952-01-01,1953-01-01,MUSIC (Scoring of a Musical Picture),Lennie Hayton,
With a Song in My Heart,1952-01-01,1953-01-01,MUSIC (Scoring of a Musical Picture),Alfred Newman,
Son of Paleface,1952-01-01,1953-01-01,MUSIC (Song),Music and Lyrics by Jack Brooks,
Because You're Mine,1952-01-01,1953-01-01,MUSIC (Song),Music by Nicholas Brodszky,
High Noon,1952-01-01,1953-01-01,MUSIC (Song),Music by Dimitri Tiomkin,
Hans Christian Andersen,1952-01-01,1953-01-01,MUSIC (Song),Music and Lyrics by Frank Loesser,
Just for You,1952-01-01,1953-01-01,MUSIC (Song),Music by Harry Warren,
The Greatest Show on Earth,1952-01-01,1953-01-01,BEST MOTION PICTURE,Cecil B. DeMille,
High Noon,1952-01-01,1953-01-01,BEST MOTION PICTURE,Stanley Kramer,
Ivanhoe,1952-01-01,1953-01-01,BEST MOTION PICTURE,Pandro S. Berman,
Moulin Rouge,1952-01-01,1953-01-01,BEST MOTION PICTURE,Romulus Films,
The Quiet Man,1952-01-01,1953-01-01,BEST MOTION PICTURE,John Ford and Merian C. Cooper,
Johann Mouse,1952-01-01,1953-01-01,SHORT SUBJECT (Cartoon),Fred Quimby,
Little Johnny Jet,1952-01-01,1953-01-01,SHORT SUBJECT (Cartoon),Fred Quimby,
Madeline,1952-01-01,1953-01-01,SHORT SUBJECT (Cartoon),Stephen Bosustow,
Pink and Blue Blues,1952-01-01,1953-01-01,SHORT SUBJECT (Cartoon),Stephen Bosustow,
Romance of Transportation,1952-01-01,1953-01-01,SHORT SUBJECT (Cartoon),Tom Daly,
Athletes of the Saddle,1952-01-01,1953-01-01,SHORT SUBJECT (One-reel),Jack Eaton,
Desert Killer,1952-01-01,1953-01-01,SHORT SUBJECT (One-reel),Gordon Hollingshead,
Light in the Window: The Art of Vermeer,1952-01-01,1953-01-01,SHORT SUBJECT (One-reel),Boris Vermont,
Neighbours,1952-01-01,1953-01-01,SHORT SUBJECT (One-reel),Norman McLaren,
Royal Scotland,1952-01-01,1953-01-01,SHORT SUBJECT (One-reel),Crown Film Unit,
Bridge of Time,1952-01-01,1953-01-01,SHORT SUBJECT (Two-reel),London Film Production,
Devil Take Us,1952-01-01,1953-01-01,SHORT SUBJECT (Two-reel),Herbert Morgan,
Thar She Blows!,1952-01-01,1953-01-01,SHORT SUBJECT (Two-reel),Gordon Hollingshead,
Water Birds,1952-01-01,1953-01-01,SHORT SUBJECT (Two-reel),Walt Disney,
Breaking the Sound Barrier,1952-01-01,1953-01-01,SOUND RECORDING,London Film Sound Department,
Hans Christian Andersen,1952-01-01,1953-01-01,SOUND RECORDING,Samuel Goldwyn Studio Sound Department,
The Promoter,1952-01-01,1953-01-01,SOUND RECORDING,Pinewood Studios Sound Department,
The Quiet Man,1952-01-01,1953-01-01,SOUND RECORDING,Republic Studio Sound Department,
With a Song in My Heart,1952-01-01,1953-01-01,SOUND RECORDING,20th Century-Fox Studio Sound Department,
Plymouth Adventure,1952-01-01,1953-01-01,SPECIAL EFFECTS,Metro-Goldwyn-Mayer,
The Greatest Show on Earth,1952-01-01,1953-01-01,WRITING (Motion Picture Story),Fredric M. Frank,
My Son John,1952-01-01,1953-01-01,WRITING (Motion Picture Story),Leo McCarey,
The Narrow Margin,1952-01-01,1953-01-01,WRITING (Motion Picture Story),Martin Goldsmith,
The Pride of St. Louis,1952-01-01,1953-01-01,WRITING (Motion Picture Story),Guy Trosper,
The Sniper,1952-01-01,1953-01-01,WRITING (Motion Picture Story),Edna Anhalt,
The Bad and the Beautiful,1952-01-01,1953-01-01,WRITING (Screenplay),Charles Schnee,
Five Fingers,1952-01-01,1953-01-01,WRITING (Screenplay),Michael Wilson,
High Noon,1952-01-01,1953-01-01,WRITING (Screenplay),Carl Foreman,
The Man in the White Suit,1952-01-01,1953-01-01,WRITING (Screenplay),Roger MacDougall,
The Quiet Man,1952-01-01,1953-01-01,WRITING (Screenplay),Frank S. Nugent,
The Atomic City,1952-01-01,1953-01-01,WRITING (Story and Screenplay),Sydney Boehm,
Breaking the Sound Barrier,1952-01-01,1953-01-01,WRITING (Story and Screenplay),Terence Rattigan,
The Lavender Hill Mob,1952-01-01,1953-01-01,WRITING (Story and Screenplay),T. E. B. Clarke,
Pat and Mike,1952-01-01,1953-01-01,WRITING (Story and Screenplay),Ruth Gordon,
Viva Zapata!,1952-01-01,1953-01-01,WRITING (Story and Screenplay),John Steinbeck,
Julius Caesar,1953-01-01,1954-01-01,ACTOR,Marlon Brando,
The Robe,1953-01-01,1954-01-01,ACTOR,Richard Burton,
From Here to Eternity,1953-01-01,1954-01-01,ACTOR,Montgomery Clift,
Stalag 17,1953-01-01,1954-01-01,ACTOR,William Holden,
Roman Holiday,1953-01-01,1954-01-01,ACTOR IN A SUPPORTING ROLE,Eddie Albert,
Shane,1953-01-01,1954-01-01,ACTOR IN A SUPPORTING ROLE,Brandon De Wilde,
From Here to Eternity,1953-01-01,1954-01-01,ACTOR IN A SUPPORTING ROLE,Frank Sinatra,
Stalag 17,1953-01-01,1954-01-01,ACTOR IN A SUPPORTING ROLE,Robert Strauss,
Lili,1953-01-01,1954-01-01,ACTRESS,Leslie Caron,
Mogambo,1953-01-01,1954-01-01,ACTRESS,Ava Gardner,
Roman Holiday,1953-01-01,1954-01-01,ACTRESS,Audrey Hepburn,
From Here to Eternity,1953-01-01,1954-01-01,ACTRESS,Deborah Kerr,
The Moon Is Blue,1953-01-01,1954-01-01,ACTRESS,Maggie McNamara,
Mogambo,1953-01-01,1954-01-01,ACTRESS IN A SUPPORTING ROLE,Grace Kelly,
Hondo,1953-01-01,1954-01-01,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,
Torch Song,1953-01-01,1954-01-01,ACTRESS IN A SUPPORTING ROLE,Marjorie Rambeau,
From Here to Eternity,1953-01-01,1954-01-01,ACTRESS IN A SUPPORTING ROLE,Donna Reed,
Pickup on South Street,1953-01-01,1954-01-01,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,
Julius Caesar,1953-01-01,1954-01-01,ART DIRECTION (Black-and-White),Art Direction:  Cedric Gibbons,
Martin Luther,1953-01-01,1954-01-01,ART DIRECTION (Black-and-White),Art Direction:  Fritz Maurischat,
The President's Lady,1953-01-01,1954-01-01,ART DIRECTION (Black-and-White),Art Direction:  Lyle Wheeler,
Roman Holiday,1953-01-01,1954-01-01,ART DIRECTION (Black-and-White),Art Direction:  Hal Pereira,
Titanic,1953-01-01,1954-01-01,ART DIRECTION (Black-and-White),Art Direction:  Lyle Wheeler,
Knights of the Round Table,1953-01-01,1954-01-01,ART DIRECTION (Color),Art Direction:  Alfred Junge,
Lili,1953-01-01,1954-01-01,ART DIRECTION (Color),Art Direction:  Cedric Gibbons,
The Robe,1953-01-01,1954-01-01,ART DIRECTION (Color),Art Direction:  Lyle Wheeler,
The Story of Three Loves,1953-01-01,1954-01-01,ART DIRECTION (Color),Art Direction:  Cedric Gibbons,
Young Bess,1953-01-01,1954-01-01,ART DIRECTION (Color),Art Direction:  Cedric Gibbons,
The Four Poster,1953-01-01,1954-01-01,CINEMATOGRAPHY (Black-and-White),Hal Mohr,
From Here to Eternity,1953-01-01,1954-01-01,CINEMATOGRAPHY (Black-and-White),Burnett Guffey,
Julius Caesar,1953-01-01,1954-01-01,CINEMATOGRAPHY (Black-and-White),Joseph Ruttenberg,
Martin Luther,1953-01-01,1954-01-01,CINEMATOGRAPHY (Black-and-White),Joseph C. Brun,
Roman Holiday,1953-01-01,1954-01-01,CINEMATOGRAPHY (Black-and-White),Frank Planer,
All the Brothers Were Valiant,1953-01-01,1954-01-01,CINEMATOGRAPHY (Color),George Folsey,
Beneath the 12-Mile Reef,1953-01-01,1954-01-01,CINEMATOGRAPHY (Color),Edward Cronjager,
Lili,1953-01-01,1954-01-01,CINEMATOGRAPHY (Color),Robert Planck,
The Robe,1953-01-01,1954-01-01,CINEMATOGRAPHY (Color),Leon Shamroy,
Shane,1953-01-01,1954-01-01,CINEMATOGRAPHY (Color),Loyal Griggs,
The Actress,1953-01-01,1954-01-01,COSTUME DESIGN (Black-and-White),Walter Plunkett,
Dream Wife,1953-01-01,1954-01-01,COSTUME DESIGN (Black-and-White),Helen Rose,
From Here to Eternity,1953-01-01,1954-01-01,COSTUME DESIGN (Black-and-White),Jean Louis,
The President's Lady,1953-01-01,1954-01-01,COSTUME DESIGN (Black-and-White),Charles LeMaire,
Roman Holiday,1953-01-01,1954-01-01,COSTUME DESIGN (Black-and-White),Edith Head,
The Band Wagon,1953-01-01,1954-01-01,COSTUME DESIGN (Color),Mary Ann Nyberg,
Call Me Madam,1953-01-01,1954-01-01,COSTUME DESIGN (Color),Irene Sharaff,
How to Marry a Millionaire,1953-01-01,1954-01-01,COSTUME DESIGN (Color),Charles LeMaire,
The Robe,1953-01-01,1954-01-01,COSTUME DESIGN (Color),Charles LeMaire,
Young Bess,1953-01-01,1954-01-01,COSTUME DESIGN (Color),Walter Plunkett,
From Here to Eternity,1953-01-01,1954-01-01,DIRECTING,Fred Zinnemann,
Lili,1953-01-01,1954-01-01,DIRECTING,Charles Walters,
Roman Holiday,1953-01-01,1954-01-01,DIRECTING,William Wyler,
Shane,1953-01-01,1954-01-01,DIRECTING,George Stevens,
Stalag 17,1953-01-01,1954-01-01,DIRECTING,Billy Wilder,
The Conquest of Everest,1953-01-01,1954-01-01,DOCUMENTARY (Feature),John Taylor,
The Living Desert,1953-01-01,1954-01-01,DOCUMENTARY (Feature),Walt Disney,
A Queen Is Crowned,1953-01-01,1954-01-01,DOCUMENTARY (Feature),Castleton Knight,
The Alaskan Eskimo,1953-01-01,1954-01-01,DOCUMENTARY (Short Subject),Walt Disney,
The Living City,1953-01-01,1954-01-01,DOCUMENTARY (Short Subject),John Barnes,
Operation Blue Jay,1953-01-01,1954-01-01,DOCUMENTARY (Short Subject),United States Army Signal Corps,
They Planted a Stone,1953-01-01,1954-01-01,DOCUMENTARY (Short Subject),James Carr,
The Word,1953-01-01,1954-01-01,DOCUMENTARY (Short Subject),John Healy and John Adams,
Crazylegs,1953-01-01,1954-01-01,FILM EDITING,Irvine (Cotton) Warburton,
From Here to Eternity,1953-01-01,1954-01-01,FILM EDITING,William Lyon,
The Moon Is Blue,1953-01-01,1954-01-01,FILM EDITING,Otto Ludwig,
Roman Holiday,1953-01-01,1954-01-01,FILM EDITING,Robert Swink,
The War of the Worlds,1953-01-01,1954-01-01,FILM EDITING,Everett Douglas,
Above and Beyond,1953-01-01,1954-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),Hugo Friedhofer,
From Here to Eternity,1953-01-01,1954-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),Morris Stoloff,
Julius Caesar,1953-01-01,1954-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,
Lili,1953-01-01,1954-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),Bronislau Kaper,
This Is Cinerama,1953-01-01,1954-01-01,MUSIC (Music Score of a Dramatic or Comedy Picture),Louis Forbes,
The Band Wagon,1953-01-01,1954-01-01,MUSIC (Scoring of a Musical Picture),Adolph Deutsch,
Calamity Jane,1953-01-01,1954-01-01,MUSIC (Scoring of a Musical Picture),Ray Heindorf,
Call Me Madam,1953-01-01,1954-01-01,MUSIC (Scoring of a Musical Picture),Alfred Newman,
"The 5,000 Fingers of Dr. T",1953-01-01,1954-01-01,MUSIC (Scoring of a Musical Picture),Frederick Hollander,
Kiss Me Kate,1953-01-01,1954-01-01,MUSIC (Scoring of a Musical Picture),Andre Previn,
The Moon Is Blue,1953-01-01,1954-01-01,MUSIC (Song),Music by Herschel Burke Gilbert,
Small Town Girl,1953-01-01,1954-01-01,MUSIC (Song),Music by Nicholas Brodszky,
Miss Sadie Thompson,1953-01-01,1954-01-01,MUSIC (Song),Music by Lester Lee,
Calamity Jane,1953-01-01,1954-01-01,MUSIC (Song),Music by Sammy Fain,
The Caddy,1953-01-01,1954-01-01,MUSIC (Song),Music by Harry Warren,
From Here to Eternity,1953-01-01,1954-01-01,BEST MOTION PICTURE,Buddy Adler,
Julius Caesar,1953-01-01,1954-01-01,BEST MOTION PICTURE,John Houseman,
The Robe,1953-01-01,1954-01-01,BEST MOTION PICTURE,Frank Ross,
Roman Holiday,1953-01-01,1954-01-01,BEST MOTION PICTURE,William Wyler,
Shane,1953-01-01,1954-01-01,BEST MOTION PICTURE,George Stevens,
Christopher Crumpet,1953-01-01,1954-01-01,SHORT SUBJECT (Cartoon),Stephen Bosustow,
From A to Z-Z-Z-Z,1953-01-01,1954-01-01,SHORT SUBJECT (Cartoon),Edward Selzer,
Rugged Bear,1953-01-01,1954-01-01,SHORT SUBJECT (Cartoon),Walt Disney,
The Tell Tale Heart,1953-01-01,1954-01-01,SHORT SUBJECT (Cartoon),Stephen Bosustow,
"Toot, Whistle, Plunk and Boom",1953-01-01,1954-01-01,SHORT SUBJECT (Cartoon),Walt Disney,
Christ among the Primitives,1953-01-01,1954-01-01,SHORT SUBJECT (One-reel),Vincenzo Lucci-Chiarissi,
Herring Hunt,1953-01-01,1954-01-01,SHORT SUBJECT (One-reel),National Film Board of Canada,
Joy of Living,1953-01-01,1954-01-01,SHORT SUBJECT (One-reel),Boris Vermont,
The Merry Wives of Windsor Overture,1953-01-01,1954-01-01,SHORT SUBJECT (One-reel),Johnny Green,
Wee Water Wonders,1953-01-01,1954-01-01,SHORT SUBJECT (One-reel),Jack Eaton,
Bear Country,1953-01-01,1954-01-01,SHORT SUBJECT (Two-reel),Walt Disney,
Ben and Me,1953-01-01,1954-01-01,SHORT SUBJECT (Two-reel),Walt Disney,
Return to Glennascaul,1953-01-01,1954-01-01,SHORT SUBJECT (Two-reel),Dublin Gate Theatre Productions,
Vesuvius Express,1953-01-01,1954-01-01,SHORT SUBJECT (Two-reel),Otto Lang,
Winter Paradise,1953-01-01,1954-01-01,SHORT SUBJECT (Two-reel),Cedric Francis,
Calamity Jane,1953-01-01,1954-01-01,SOUND RECORDING,Warner Bros. Studio Sound Department,
From Here to Eternity,1953-01-01,1954-01-01,SOUND RECORDING,Columbia Studio Sound Department,
Knights of the Round Table,1953-01-01,1954-01-01,SOUND RECORDING,Metro-Goldwyn-Mayer Studio Sound Department,
The Mississippi Gambler,1953-01-01,1954-01-01,SOUND RECORDING,Universal-International Studio Sound Department,
The War of the Worlds,1953-01-01,1954-01-01,SOUND RECORDING,Paramount Studio Sound Department,
The War of the Worlds,1953-01-01,1954-01-01,SPECIAL EFFECTS,Paramount Studio,
Above and Beyond,1953-01-01,1954-01-01,WRITING (Motion Picture Story),Beirne Lay,
The Captain's Paradise,1953-01-01,1954-01-01,WRITING (Motion Picture Story),Alec Coppel,
Hondo,1953-01-01,1954-01-01,WRITING (Motion Picture Story),Louis L'Amour,
Little Fugitive,1953-01-01,1954-01-01,WRITING (Motion Picture Story),Ray Ashley,
Roman Holiday,1953-01-01,1954-01-01,WRITING (Motion Picture Story),Dalton Trumbo,
The Cruel Sea,1953-01-01,1954-01-01,WRITING (Screenplay),Eric Ambler,
From Here to Eternity,1953-01-01,1954-01-01,WRITING (Screenplay),Daniel Taradash,
Lili,1953-01-01,1954-01-01,WRITING (Screenplay),Helen Deutsch,
Roman Holiday,1953-01-01,1954-01-01,WRITING (Screenplay),Ian McLellan Hunter,
Shane,1953-01-01,1954-01-01,WRITING (Screenplay),A. B. Guthrie,
The Band Wagon,1953-01-01,1954-01-01,WRITING (Story and Screenplay),Betty Comden,
The Desert Rats,1953-01-01,1954-01-01,WRITING (Story and Screenplay),Richard Murphy,
The Naked Spur,1953-01-01,1954-01-01,WRITING (Story and Screenplay),Sam Rolfe,
Take the High Ground,1953-01-01,1954-01-01,WRITING (Story and Screenplay),Millard Kaufman,
Titanic,1953-01-01,1954-01-01,WRITING (Story and Screenplay),Charles Brackett,
The Caine Mutiny,1954-01-01,1955-01-01,ACTOR,Humphrey Bogart,
On the Waterfront,1954-01-01,1955-01-01,ACTOR,Marlon Brando,
The Country Girl,1954-01-01,1955-01-01,ACTOR,Bing Crosby,
A Star Is Born,1954-01-01,1955-01-01,ACTOR,James Mason,
Adventures of Robinson Crusoe,1954-01-01,1955-01-01,ACTOR,Dan O'Herlihy,
On the Waterfront,1954-01-01,1955-01-01,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,
The Barefoot Contessa,1954-01-01,1955-01-01,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,
The Caine Mutiny,1954-01-01,1955-01-01,ACTOR IN A SUPPORTING ROLE,Tom Tully,
Carmen Jones,1954-01-01,1955-01-01,ACTRESS,Dorothy Dandridge,
A Star Is Born,1954-01-01,1955-01-01,ACTRESS,Judy Garland,
