award_year,person_name,award_category,award_winner
1946,Charles G. Booth,WRITING (Original Motion Picture Story),True
1946,Richard Schweizer,WRITING (Original Screenplay),True
1946,Charles Brackett,WRITING (Screenplay),True
1946,Billy Wilder,WRITING (Screenplay),True
1946,Walter Wanger for his six years service as President of the Academy of Motion Picture Arts and Sciences.,SPECIAL AWARD,True
1946,Peggy Ann Garner,SPECIAL AWARD,True
1946,The House I Live In,SPECIAL AWARD,True
1946,Republic Studio,SPECIAL AWARD,True
1947,Fredric March,ACTOR,True
1947,Harold Russell,ACTOR IN A SUPPORTING ROLE,True
1947,Olivia de Havilland,ACTRESS,True
1947,Anne Baxter,ACTRESS IN A SUPPORTING ROLE,True
1947,Art Direction:  Lyle Wheeler,ART DIRECTION (Black-and-White),True
1947,William Darling,ART DIRECTION (Black-and-White),True
1947,Interior Decoration:  Thomas Little,ART DIRECTION (Black-and-White),True
1947,Frank E. Hughes,ART DIRECTION (Black-and-White),True
1947,Art Direction:  Cedric Gibbons,ART DIRECTION (Color),True
1947,Paul Groesse,ART DIRECTION (Color),True
1947,Interior Decoration:  Edwin B. Willis,ART DIRECTION (Color),True
1947,Arthur Miller,CINEMATOGRAPHY (Black-and-White),True
1947,Charles Rosher,CINEMATOGRAPHY (Color),True
1947,Leonard Smith,CINEMATOGRAPHY (Color),True
1947,Arthur Arling,CINEMATOGRAPHY (Color),True
1947,William Wyler,DIRECTING,True
1947,United States Department of War,DOCUMENTARY (Short Subject),True
1947,Daniel Mandell,FILM EDITING,True
1947,Hugo Friedhofer,MUSIC (Music Score of a Dramatic or Comedy Picture),True
1947,Morris Stoloff,MUSIC (Scoring of a Musical Picture),True
1947,Music by Harry Warren,MUSIC (Song),True
1947,Lyrics by Johnny Mercer,MUSIC (Song),True
1947,Samuel Goldwyn Productions,BEST MOTION PICTURE,True
1947,Frederick Quimby,SHORT SUBJECT (Cartoon),True
1947,Producer,SHORT SUBJECT (Cartoon),True
1947,Gordon Hollingshead,SHORT SUBJECT (One-reel),True
1947,Gordon Hollingshead,SHORT SUBJECT (Two-reel),True
1947,Producer,SHORT SUBJECT (Two-reel),True
1947,Columbia Studio Sound Department,SOUND RECORDING,True
1947,John Livadary,SOUND RECORDING,True
1947,Special Visual Effects by Thomas Howard,SPECIAL EFFECTS,True
1947,Clemence Dane,WRITING (Original Motion Picture Story),True
1947,Muriel Box,WRITING (Original Screenplay),True
1947,Sydney Box,WRITING (Original Screenplay),True
1947,Robert E. Sherwood,WRITING (Screenplay),True
1947,Laurence Olivier for his outstanding achievement as actor,SPECIAL AWARD,True
1947,Harold Russell for bringing hope and courage to his fellow veterans through his appearance in The Best Years of Our Lives.,SPECIAL AWARD,True
1947,Ernst Lubitsch for his distinguished contributions to the art of the motion picture.,SPECIAL AWARD,True
1947,Claude Jarman,SPECIAL AWARD,True
1947,Samuel Goldwyn,IRVING G. THALBERG MEMORIAL AWARD,True
1948,Ronald Colman,ACTOR,True
1948,Edmund Gwenn,ACTOR IN A SUPPORTING ROLE,True
1948,Loretta Young,ACTRESS,True
1948,Celeste Holm,ACTRESS IN A SUPPORTING ROLE,True
1948,Art Direction:  John Bryan,ART DIRECTION (Black-and-White),True
1948,Set Decoration:  Wilfred Shingleton,ART DIRECTION (Black-and-White),True
1948,Art Direction:  Alfred Junge,ART DIRECTION (Color),True
1948,Set Decoration:  Alfred Junge,ART DIRECTION (Color),True
1948,Guy Green,CINEMATOGRAPHY (Black-and-White),True
1948,Jack Cardiff,CINEMATOGRAPHY (Color),True
1948,Elia Kazan,DIRECTING,True
1948,Sid Rogell,DOCUMENTARY (Feature),True
1948,Executive Producer,DOCUMENTARY (Feature),True
1948,Theron Warth and Richard O. Fleischer,DOCUMENTARY (Feature),True
1948,Producers,DOCUMENTARY (Feature),True
1948,United Nations Division of Films and Visual Information,DOCUMENTARY (Short Subject),True
1948,Francis Lyon,FILM EDITING,True
1948,Robert Parrish,FILM EDITING,True
1948,Dr. Miklos Rozsa,MUSIC (Music Score of a Dramatic or Comedy Picture),True
1948,Alfred Newman,MUSIC (Scoring of a Musical Picture),True
1948,Music by Allie Wrubel,MUSIC (Song),True
1948,Lyrics by Ray Gilbert,MUSIC (Song),True
1948,20th Century-Fox,BEST MOTION PICTURE,True
1948,Edward Selzer,SHORT SUBJECT (Cartoon),True
1948,Herbert Moulton,SHORT SUBJECT (One-reel),True
1948,Irving Allen,SHORT SUBJECT (Two-reel),True
1948,Samuel Goldwyn Studio Sound Department,SOUND RECORDING,True
1948,Gordon Sawyer,SOUND RECORDING,True
1948,Sound Director,SOUND RECORDING,True
1948,Special Visual Effects by A. Arnold Gillespie,SPECIAL EFFECTS,True
1948,Warren Newcombe,SPECIAL EFFECTS,True
1948,Special Audible Effects by Douglas Shearer,SPECIAL EFFECTS,True
1948,Michael Steinore,SPECIAL EFFECTS,True
1948,Valentine Davies,WRITING (Motion Picture Story),True
1948,Sidney Sheldon,WRITING (Original Screenplay),True
1948,George Seaton,WRITING (Screenplay),True
1948,James Baskett for his able and heart-warming characterization of Uncle Remus,SPECIAL AWARD,True
1948,Bill and Coo,SPECIAL AWARD,True
1948,Shoe-Shine - the high quality of this motion picture,SPECIAL AWARD,True
1948,Colonel William N. Selig,SPECIAL AWARD,True
1949,Laurence Olivier,ACTOR,True
1949,Walter Huston,ACTOR IN A SUPPORTING ROLE,True
1949,Jane Wyman,ACTRESS,True
1949,Claire Trevor,ACTRESS IN A SUPPORTING ROLE,True
1949,Art Direction:  Roger K. Furse,ART DIRECTION (Black-and-White),True
1949,Set Decoration:  Carmen Dillon,ART DIRECTION (Black-and-White),True
1949,Art Direction:  Hein Heckroth,ART DIRECTION (Color),True
1949,Set Decoration:  Arthur Lawson,ART DIRECTION (Color),True
1949,William Daniels,CINEMATOGRAPHY (Black-and-White),True
1949,Joseph Valentine,CINEMATOGRAPHY (Color),True
1949,William V. Skall,CINEMATOGRAPHY (Color),True
1949,Winton Hoch,CINEMATOGRAPHY (Color),True
1949,Roger K. Furse,COSTUME DESIGN (Black-and-White),True
1949,Dorothy Jeakins,COSTUME DESIGN (Color),True
1949,Karinska,COSTUME DESIGN (Color),True
1949,John Huston,DIRECTING,True
1949,Orville O. Dull,DOCUMENTARY (Feature),True
1949,United States Army,DOCUMENTARY (Short Subject),True
1949,Paul Weatherwax,FILM EDITING,True
1949,Brian Easdale,MUSIC (Music Score of a Dramatic or Comedy Picture),True
1949,Johnny Green,MUSIC (Scoring of a Musical Picture),True
1949,Roger Edens,MUSIC (Scoring of a Musical Picture),True
1949,Music and Lyrics by Jay Livingston and Ray Evans,MUSIC (Song),True
1949,J. Arthur Rank-Two Cities Films,BEST MOTION PICTURE,True
1949,Fred Quimby,SHORT SUBJECT (Cartoon),True
1949,Producer,SHORT SUBJECT (Cartoon),True
1949,Edmund H. Reek,SHORT SUBJECT (One-reel),True
1949,Walt Disney,SHORT SUBJECT (Two-reel),True
1949,20th Century-Fox Studio Sound Department,SOUND RECORDING,True
1949,Thomas T. Moulton,SOUND RECORDING,True
1949,Special Visual Effects by Paul Eagler,SPECIAL EFFECTS,True
1949,J. McMillan Johnson,SPECIAL EFFECTS,True
1949,Russell Shearman,SPECIAL EFFECTS,True
1949,Clarence Slifer,SPECIAL EFFECTS,True
1949,Special Audible Effects by Charles Freeman,SPECIAL EFFECTS,True
1949,James G. Stewart,SPECIAL EFFECTS,True
1949,Richard Schweizer,WRITING (Motion Picture Story),True
1949,David Wechsler,WRITING (Motion Picture Story),True
1949,John Huston,WRITING (Screenplay),True
1949,Monsieur Vincent - voted by the Academy Board of Governors as the most outstanding foreign language film released in the United States during 1948.,SPECIAL FOREIGN LANGUAGE FILM AWARD,True
1949,Ivan Jandl,SPECIAL AWARD,True
1949,Sid Grauman,SPECIAL AWARD,True
1949,Adolph Zukor,SPECIAL AWARD,True
1949,Walter Wanger for distinguished service to the industry in adding to its moral stature in the world community by his production of the picture Joan of Arc.,SPECIAL AWARD,True
1949,Jean Hersholt - in recognition of his service to the Academy during four terms as president.,SPECIAL AWARD,True
1949,Jerry Wald,IRVING G. THALBERG MEMORIAL AWARD,True
1950,Broderick Crawford,ACTOR,True
1950,Dean Jagger,ACTOR IN A SUPPORTING ROLE,True
1950,Olivia de Havilland,ACTRESS,True
1950,Mercedes McCambridge,ACTRESS IN A SUPPORTING ROLE,True
1950,Art Direction:  Harry Horner,ART DIRECTION (Black-and-White),True
1950,John Meehan,ART DIRECTION (Black-and-White),True
1950,Set Decoration:  Emile Kuri,ART DIRECTION (Black-and-White),True
1950,Art Direction:  Cedric Gibbons,ART DIRECTION (Color),True
1950,Paul Groesse,ART DIRECTION (Color),True
1950,Set Decoration:  Edwin B. Willis,ART DIRECTION (Color),True
1950,Jack D. Moore,ART DIRECTION (Color),True
1950,Paul C. Vogel,CINEMATOGRAPHY (Black-and-White),True
1950,Winton Hoch,CINEMATOGRAPHY (Color),True
1950,Edith Head,COSTUME DESIGN (Black-and-White),True
1950,Gile Steele,COSTUME DESIGN (Black-and-White),True
1950,Leah Rhodes,COSTUME DESIGN (Color),True
1950,Travilla,COSTUME DESIGN (Color),True
1950,Marjorie Best,COSTUME DESIGN (Color),True
1950,Joseph L. Mankiewicz,DIRECTING,True
1950,Crown Film Unit,DOCUMENTARY (Feature),True
1950,Richard de Rochemont,DOCUMENTARY (Short Subject),True
1950,Producer,DOCUMENTARY (Short Subject),True
1950,Edward Selzer,DOCUMENTARY (Short Subject),True
1950,Harry Gerstad,FILM EDITING,True
1950,Aaron Copland,MUSIC (Music Score of a Dramatic or Comedy Picture),True
1950,Roger Edens,MUSIC (Scoring of a Musical Picture),True
1950,Lennie Hayton,MUSIC (Scoring of a Musical Picture),True
1950,Music and Lyrics by Frank Loesser,MUSIC (Song),True
1950,Robert Rossen Productions,BEST MOTION PICTURE,True
1950,Jack Eaton,SHORT SUBJECT (One-reel),True
1950,Producer,SHORT SUBJECT (One-reel),True
1950,Gaston Diehl and Robert Haessens,SHORT SUBJECT (Two-reel),True
1950,Producers,SHORT SUBJECT (Two-reel),True
1950,20th Century-Fox Studio Sound Department,SOUND RECORDING,True
1950,Thomas T. Moulton,SOUND RECORDING,True
1950,ARKO Productions,SPECIAL EFFECTS,True
1950,Douglas Morrow,WRITING (Motion Picture Story),True
1950,Joseph L. Mankiewicz,WRITING (Screenplay),True
1950,Robert Pirosh,WRITING (Story and Screenplay),True
1950,The Bicycle Thief - voted by the Academy Board of Governors as the most outstanding foreign language film released in the United States during 1949.,SPECIAL FOREIGN LANGUAGE FILM AWARD,True
1950,Bobby Driscoll,SPECIAL AWARD,True
1950,Fred Astaire for his unique artistry and his contributions to the technique of musical pictures.,SPECIAL AWARD,True
1950,Cecil B. DeMille,SPECIAL AWARD,True
1950,Jean Hersholt,SPECIAL AWARD,True
1951,José Ferrer,ACTOR,True
1951,George Sanders,ACTOR IN A SUPPORTING ROLE,True
1951,Judy Holliday,ACTRESS,True
1951,Josephine Hull,ACTRESS IN A SUPPORTING ROLE,True
1951,Art Direction:  Hans Dreier,ART DIRECTION (Black-and-White),True
1951,John Meehan,ART DIRECTION (Black-and-White),True
1951,Set Decoration:  Sam Comer,ART DIRECTION (Black-and-White),True
1951,Ray Moyer,ART DIRECTION (Black-and-White),True
1951,Art Direction:  Hans Dreier,ART DIRECTION (Color),True
1951,Walter Tyler,ART DIRECTION (Color),True
1951,Set Decoration:  Sam Comer,ART DIRECTION (Color),True
1951,Ray Moyer,ART DIRECTION (Color),True
1951,Robert Krasker,CINEMATOGRAPHY (Black-and-White),True
1951,Robert Surtees,CINEMATOGRAPHY (Color),True
1951,Edith Head,COSTUME DESIGN (Black-and-White),True
1951,Charles LeMaire,COSTUME DESIGN (Black-and-White),True
1951,Edith Head,COSTUME DESIGN (Color),True
1951,Dorothy Jeakins,COSTUME DESIGN (Color),True
1951,Elois Jenssen,COSTUME DESIGN (Color),True
1951,Gile Steele,COSTUME DESIGN (Color),True
1951,Gwen Wakeling,COSTUME DESIGN (Color),True
1951,Joseph L. Mankiewicz,DIRECTING,True
1951,Robert Snyder,DOCUMENTARY (Feature),True
1951,Producer,DOCUMENTARY (Feature),True
1951,Edmund Reek,DOCUMENTARY (Short Subject),True
1951,Ralph E. Winters,FILM EDITING,True
1951,Conrad A. Nervig,FILM EDITING,True
1951,Franz Waxman,MUSIC (Music Score of a Dramatic or Comedy Picture),True
1951,Adolph Deutsch,MUSIC (Scoring of a Musical Picture),True
1951,Roger Edens,MUSIC (Scoring of a Musical Picture),True
1951,Music and Lyrics by Ray Evans and Jay Livingston,MUSIC (Song),True
1951,20th Century-Fox,BEST MOTION PICTURE,True
1951,Stephen Bosustow,SHORT SUBJECT (Cartoon),True
1951,Producer,SHORT SUBJECT (Cartoon),True
1951,Gordon Hollingshead,SHORT SUBJECT (One-reel),True
1951,Walt Disney,SHORT SUBJECT (Two-reel),True
1951,Producer,SHORT SUBJECT (Two-reel),True
1951,20th Century-Fox Studio Sound Department,SOUND RECORDING,True
1951,Thomas T. Moulton,SOUND RECORDING,True
1951,Sound Director,SOUND RECORDING,True
1951,George Pal Productions,SPECIAL EFFECTS,True
1951,Edna Anhalt,WRITING (Motion Picture Story),True
1951,Edward Anhalt,WRITING (Motion Picture Story),True
1951,Joseph L. Mankiewicz,WRITING (Screenplay),True
1951,Charles Brackett,WRITING (Story and Screenplay),True
1951,Billy Wilder,WRITING (Story and Screenplay),True
1951,D. M. Marshman,WRITING (Story and Screenplay),True
1951,Jr.,WRITING (Story and Screenplay),True
1951,The Walls of Malapaga - voted by the Board of Governors as the most outstanding foreign language film released in the United States in 1950.,HONORARY FOREIGN LANGUAGE FILM AWARD,True
1951,George Murphy for his services in interpreting the film industry to the country at large.,HONORARY AWARD,True
1951,Louis B. Mayer for distinguished service to the motion picture industry.,HONORARY AWARD,True
1951,Darryl F. Zanuck,IRVING G. THALBERG MEMORIAL AWARD,True
1952,Humphrey Bogart,ACTOR,True
1952,Karl Malden,ACTOR IN A SUPPORTING ROLE,True
1952,Vivien Leigh,ACTRESS,True
1952,Kim Hunter,ACTRESS IN A SUPPORTING ROLE,True
1952,Art Direction:  Richard Day,ART DIRECTION (Black-and-White),True
1952,Set Decoration:  George James Hopkins,ART DIRECTION (Black-and-White),True
1952,Art Direction:  Cedric Gibbons,ART DIRECTION (Color),True
1952,Preston Ames,ART DIRECTION (Color),True
1952,Set Decoration:  Edwin B. Willis,ART DIRECTION (Color),True
1952,Keogh Gleason,ART DIRECTION (Color),True
1952,William C. Mellor,CINEMATOGRAPHY (Black-and-White),True
1952,Alfred Gilks,CINEMATOGRAPHY (Color),True
1952,Ballet Photography by John Alton,CINEMATOGRAPHY (Color),True
1952,Edith Head,COSTUME DESIGN (Black-and-White),True
1952,Orry-Kelly,COSTUME DESIGN (Color),True
1952,Walter Plunkett,COSTUME DESIGN (Color),True
1952,Irene Sharaff,COSTUME DESIGN (Color),True
1952,George Stevens,DIRECTING,True
1952,Olle Nordemar,DOCUMENTARY (Feature),True
1952,'Made by Fred Zinnemann with the cooperation of Paramount Pictures Corporation for the Los Angeles Orthopaedic Hospital',DOCUMENTARY (Short Subject),True
1952,William Hornbeck,FILM EDITING,True
1952,Franz Waxman,MUSIC (Music Score of a Dramatic or Comedy Picture),True
1952,Johnny Green,MUSIC (Scoring of a Musical Picture),True
1952,Saul Chaplin,MUSIC (Scoring of a Musical Picture),True
1952,Music by Hoagy Carmichael,MUSIC (Song),True
1952,Lyrics by Johnny Mercer,MUSIC (Song),True
1952,Arthur Freed,BEST MOTION PICTURE,True
1952,Producer,BEST MOTION PICTURE,True
1952,Fred Quimby,SHORT SUBJECT (Cartoon),True
1952,Robert Youngson,SHORT SUBJECT (One-reel),True
1952,Walt Disney,SHORT SUBJECT (Two-reel),True
1952,Metro-Goldwyn-Mayer Studio Sound Department,SOUND RECORDING,True
1952,Douglas Shearer,SOUND RECORDING,True
1952,Paramount,SPECIAL EFFECTS,True
1952,Paul Dehn,WRITING (Motion Picture Story),True
1952,James Bernard,WRITING (Motion Picture Story),True
1952,Michael Wilson,WRITING (Screenplay),True
1952,Harry Brown,WRITING (Screenplay),True
1952,Alan Jay Lerner,WRITING (Story and Screenplay),True
1952,Rashomon - voted by the Board of Governors as the most outstanding foreign language film released in the United States during 1951.,HONORARY FOREIGN LANGUAGE FILM AWARD,True
1952,Gene Kelly in appreciation of his versatility as an actor,HONORARY AWARD,True
1952,Arthur Freed,IRVING G. THALBERG MEMORIAL AWARD,True
1953,Gary Cooper,ACTOR,True
1953,Anthony Quinn,ACTOR IN A SUPPORTING ROLE,True
1953,Shirley Booth,ACTRESS,True
1953,Gloria Grahame,ACTRESS IN A SUPPORTING ROLE,True
1953,Art Direction:  Cedric Gibbons,ART DIRECTION (Black-and-White),True
1953,Edward Carfagno,ART DIRECTION (Black-and-White),True
1953,Set Decoration:  Edwin B. Willis,ART DIRECTION (Black-and-White),True
1953,Keogh Gleason,ART DIRECTION (Black-and-White),True
1953,Art Direction:  Paul Sheriff,ART DIRECTION (Color),True
1953,Set Decoration:  Marcel Vertes,ART DIRECTION (Color),True
1953,Robert Surtees,CINEMATOGRAPHY (Black-and-White),True
1953,Winton C. Hoch,CINEMATOGRAPHY (Color),True
1953,Archie Stout,CINEMATOGRAPHY (Color),True
1953,Helen Rose,COSTUME DESIGN (Black-and-White),True
1953,Marcel Vertes,COSTUME DESIGN (Color),True
1953,John Ford,DIRECTING,True
1953,Irwin Allen,DOCUMENTARY (Feature),True
1953,Norman McLaren,DOCUMENTARY (Short Subject),True
1953,Elmo Williams,FILM EDITING,True
1953,Harry Gerstad,FILM EDITING,True
1953,Dimitri Tiomkin,MUSIC (Music Score of a Dramatic or Comedy Picture),True
1953,Alfred Newman,MUSIC (Scoring of a Musical Picture),True
1953,Music by Dimitri Tiomkin,MUSIC (Song),True
1953,Lyrics by Ned Washington,MUSIC (Song),True
1953,Cecil B. DeMille,BEST MOTION PICTURE,True
1953,Producer,BEST MOTION PICTURE,True
1953,Fred Quimby,SHORT SUBJECT (Cartoon),True
1953,Producer,SHORT SUBJECT (Cartoon),True
1953,Boris Vermont,SHORT SUBJECT (One-reel),True
1953,Walt Disney,SHORT SUBJECT (Two-reel),True
1953,London Film Sound Department,SOUND RECORDING,True
1953,Metro-Goldwyn-Mayer,SPECIAL EFFECTS,True
1953,Fredric M. Frank,WRITING (Motion Picture Story),True
1953,Theodore St. John,WRITING (Motion Picture Story),True
1953,Frank Cavett,WRITING (Motion Picture Story),True
1953,Charles Schnee,WRITING (Screenplay),True
1953,T. E. B. Clarke,WRITING (Story and Screenplay),True
1953,Forbidden Games - Best Foreign Language Film first released in the United States during 1952.,HONORARY FOREIGN LANGUAGE FILM AWARD,True
1953,George Alfred Mitchell for the design and development of the camera which bears his name and for his continued and dominant presence in the field of cinematography.,HONORARY AWARD,True
1953,Joseph M. Schenck for long and distinguished service to the motion picture industry.,HONORARY AWARD,True
1953,Merian C. Cooper for his many innovations and contributions to the art of motion pictures.,HONORARY AWARD,True
1953,Harold Lloyd,HONORARY AWARD,True
1953,Bob Hope for his contribution to the laughter of the world,HONORARY AWARD,True
1953,Cecil B. DeMille,IRVING G. THALBERG MEMORIAL AWARD,True
1954,William Holden,ACTOR,True
1954,Frank Sinatra,ACTOR IN A SUPPORTING ROLE,True
1954,Audrey Hepburn,ACTRESS,True
1954,Donna Reed,ACTRESS IN A SUPPORTING ROLE,True
1954,Art Direction:  Cedric Gibbons,ART DIRECTION (Black-and-White),True
1954,Edward Carfagno,ART DIRECTION (Black-and-White),True
1954,Set Decoration:  Edwin B. Willis,ART DIRECTION (Black-and-White),True
1954,Hugh Hunt,ART DIRECTION (Black-and-White),True
1954,Art Direction:  Lyle Wheeler,ART DIRECTION (Color),True
1954,George W. Davis,ART DIRECTION (Color),True
1954,Set Decoration:  Walter M. Scott,ART DIRECTION (Color),True
1954,Paul S. Fox,ART DIRECTION (Color),True
1954,Burnett Guffey,CINEMATOGRAPHY (Black-and-White),True
1954,Loyal Griggs,CINEMATOGRAPHY (Color),True
1954,Edith Head,COSTUME DESIGN (Black-and-White),True
1954,Emile Santiago,COSTUME DESIGN (Color),True
1954,Fred Zinnemann,DIRECTING,True
1954,Walt Disney,DOCUMENTARY (Feature),True
